text,noun_forms
lead assigned to raj hegde by anshul ,[lead]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
tried again still not responding to call rnr he said some one might enquired but he didint enquired,[one]
still number shows not in services,"[number, services]"
he didint responded to call so msgd him through whtsapp not responding to calls and msgs he said he is not intrested,"[call, calls]"
lead assigned to raj hegde by anshul ,[lead]
tried again still he is not responding to calls tried again still he is not responding to call tried again he is not responding to calls and msgs,"[calls, call, calls, msgs]"
he said he is not intrested,[]
tried again he is still not responding to call this time number shows switched off,"[time, number]"
lead assigned to raj hegde by anshul ,[lead]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
still not responded to msgs,[]
he said he didint enquired,[]
lead assigned to raj hegde by anshul ,[lead]
she said she will visit our office one day she did not visited the office she said she will take time to meet she is not responding to calls and msgs,"[office, day, office, time, calls, msgs]"
lead assigned to raj hegde by anshul ,[lead]
had a call he asked me to share details through whtsapp he said he cannot answer calls he can only respond through whtsapp he said he is not intrested,"[call, details, calls]"
he is not responding to calls and msgs tried again he still not responding to calls and msgs,"[calls, calls]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
tried again he still not responding to call rnr,[]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
tried again still not responding to call rnr tried again still not responding to call rnr tried again still not responding to call rnr ,[]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he is not responding to calls and msgs,"[calls, msgs]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
tried again still call is not getting connected,[call]
he asked me to share details through whtsapp he said he will get back to me he said he will let me know in a week he said he is not intretsed as of now,"[details, week]"
lead assigned to raj hegde by anshul ,[lead]
she said she will check and update she said she is not intretsed,[]
lead assigned to raj hegde by anshul ,[lead]
lead assigned to amit by anshul ,[lead]
he said he is intrested to attend the webinar so asked me to share link he said once he decide he will update,"[webinar, link]"
she said she didint enquired,[]
had a call explained everything than he said me to share details thorugh whtsapp,"[call, everything, details]"
tried again still not responding to call rnr tried again still not responding to call rnr ,[]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he said he yet not gone through the details he said he will connect not yet decided anything on the investment,"[details, anything, investment]"
lead assigned to raj hegde by anshul ,[lead]
tried again not responding to calls so msgd though whtsapp tried again he still not responding to calls and msgs,"[calls, calls]"
had a call explained details and shred details through whtsapp he said he will revert in next week he said he is not intrested as of now,"[call, details, details, week]"
lead assigned to raj hegde by anshul ,[lead]
he asked me to share details through whtsapp he said he is not intrested,[details]
lead assigned to ramakrishna katta by anshul ,[lead]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he said he will get back to me in few days he is not responding to calls and msgs tried again he still not responding to calls and msgs,"[days, calls, calls]"
tried again still not responding to calls and msgs tried multiple times still not responding to calls and msgs,"[calls, times, calls]"
he is not responding to calls and msgs,"[calls, msgs]"
lead assigned to raj hegde by anshul ,[lead]
he said he is not looking any investments,[investments]
lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[lead, lead]"
lead assigned to raj hegde by anshul ,[lead]
not responded to msg yet,[msg]
tried again number still shows off,[number]
lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[lead, lead]"
not responding to calls and msgs,"[calls, msgs]"
not responding to calls and msgs he said as of now he is not intrested,"[calls, msgs]"
explained and shared details of investment through whtsapp he said once he get free he said he will give me a call,"[details, investment, call]"
lead assigned to preeti srinivasan by anshul lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead, lead]"
number switched off or wrong number,"[number, number]"
lead assigned to raj hegde by anshul ,[lead]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he said he will call later he said he will not proceed with the investment,[investment]
lead assigned to preeti srinivasan by anshul lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead, lead]"
tried calling now he is not responding to call he disconnected the call when i said about the investment,"[call, call, investment]"
lead assigned to amit by anshul ,[lead]
still number shows not in service,"[number, service]"
not responding to call rnr not responding to call rnr tried again still not responding to call,[call]
lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[lead, lead]"
lead assigned to preeti srinivasan by anshul lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead, lead]"
he said he will check and update,[]
lead assigned to raj hegde by anshul ,[lead]
she is not responding to calls and msgs tried again she is not responding to calls and msgs,"[calls, calls]"
lead assigned to raj hegde by anshul ,[lead]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he asked me to share details through whtsapp along with zoom link he said as of now he is intrested,"[details, zoom, link]"
tried again he still not responding to call rnr he said he is not intrested,[]
tried again still number shows off,[number]
explained and shared details through whtsapp he asked me more details so i explained again he said he will think and update he said he is not intrested,"[details, details]"
had a call he asked me to share details through whtsapp he is not responding to calls and msgs triied again he still not responding to calls and msgs,"[call, details, calls, calls]"
he said he will let me know if he is intrested,[]
number switched off tried again he still not responding to call,"[number, call]"
tried again he still not responding to call,[call]
he said he need some more time to decide anything he is not responding to calls and msgs,"[time, anything, calls, msgs]"
tried again still not responding to call rnr tried again still not responding to call so msgd him through whtsapp,"[call, call]"
lead assigned to raj hegde by anshul ,[lead]
lead assigned to raj hegde by anshul ,[lead]
tried calling him again he still didint responded to call,[call]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he is not responding to calls and msgs,"[calls, msgs]"
tried again he is not picking up the call tried again he is disconnecting the call,"[call, call]"
not responding to calls and msgs,"[calls, msgs]"
tried again still he is not responding to call she asked me to share details through whtsapp not decided yet she said mostly by thursday she will meet in the office she said she not yet deicded she said she will update,"[call, details, office]"
he said he si not intretsed it seems,[]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he said he is not intrested,[]
had a call and shared details through whatsapp along with the zoom link he said he connot afford 26 lakhs,"[call, details, whatsapp, zoom, link, lakhs]"
lead assigned to ramakrishna katta by anshul ,[lead]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
still not responded to msgs,[]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul lead assigned to venkat ghanusala by akhil pasula ,"[lead, lead, lead]"
tried again he is still not responding to call tried again he is not responding to call,"[call, call]"
he said he will update once he decides he said he will meet up in the office on monday or tuesday he visited the office and had a discussion he said he will talk to his father and update us he said he cannot arrange funds and he said if prices increases also he cannot invest that much amount,"[office, office, discussion, father, funds, prices, amount]"
he said he is not intretsed,[]
tried again still number shows busy so msgd through whatsapp still not responded to msgs and calls,"[number, whatsapp, msgs, calls]"
lead assigned to raj hegde by anshul ,[lead]
he said he will update once he decides not responding to calls and msgs tried again still not responding to calls and msgs,"[calls, calls]"
he said he not yet decided anything yet he said he is not intrested,[anything]
lead assigned to raj hegde by anshul ,[lead]
tried again still not responding to call so msgd through whtsapp he asked me to share details through whtsapp,"[call, details]"
lead assigned to raj hegde by anshul ,[lead]
lead assigned to raj hegde by anshul ,[lead]
tried again still not responding to call rnr ,[]
he said he will call me once he get free call is not getting connected so msgd him through whtsapp tried again still number is geetting connected so msgd him through whtspp tried again still not responding to calls and msgs,"[call, number, calls]"
still number shows off,[number]
tried again still not responding to call rnr tried again still not responding to call rnr ,[]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he said he didint enquired,[]
tried again stillnot responding to call so msgd him through whtsapp tried again still he is not responding to calls and msgs,"[call, calls, msgs]"
he said he is busy so asked he will call me once he gets free he said he is not intrested,[]
lead assigned to raj hegde by anshul ,[lead]
lead assigned to raj hegde by anshul ,[lead]
lead assigned to ramakrishna katta by anshul ,[lead]
had a call explained and shared details through whatsapp not responding to calls and msgs tried again still he is not responding to calls and msgs he said he need some time to decide tried again he is not responding to calls and msgs,"[call, details, calls, calls, time, calls]"
lead assigned to raj hegde by anshul ,[lead]
still call is not getting connected,[call]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
still number shows line busy still number shows busy,"[number, shows, line, number, shows]"
he said he not yet decided anything he said he is in a meeting he will call me later he said he will update me once he decides he gave his son number to talk on investment so i called him he didint picked up the call so i msgd him through whtsapp his son said he will call me back once he get free,"[anything, meeting, son, number, investment, call, son]"
lead assigned to ramakrishna katta by anshul ,[lead]
he is not interested in the project it seems,[project]
not responding to calls and msggs tried again he is not responding to calls and msgs,"[calls, calls, msgs]"
lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[lead, lead]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
tried again he is not picking up the call tried calling him again still he is not responding to call,"[call, call]"
she said she is not intrested,[]
tried again stil lnumber shows switched off,"[lnumber, shows]"
he said he is busy and asked me to share details to share details through whatsapp he said he not yet decided anything he will inform me he said he said he need time he said he will let me know he is not responding to calls so msgd through whtsapp tried again he is disconnecting the call,"[details, details, anything, time, calls, call]"
he is not responding to call so msgd through hwtsapp he is not responding to calls and msgs,"[call, calls]"
had a call and explained and shared details through whtsapp he is not responding to calls and msgs tried again he wtill not responding to calls and msgs,"[call, details, calls, calls]"
not responding to calls and smsgs,"[calls, smsgs]"
lead assigned to raj hegde by anshul ,[lead]
channel partner interest wants the details through email sending it and followup on 19th,"[details, email, followup, 19th]"
he said he is busy he said he will only update he is not responding to calls and msgs,"[calls, msgs]"
lead assigned to raj hegde by anshul ,[lead]
he asked me to share details through whtsapp he said if he is intrested he said he will call back he said he will update once he decides he is not responding to calls and msgs,"[details, calls, msgs]"
he said he is looking something else,[something]
he said as o now he is not intrested,[]
lead assigned to raj hegde by anshul ,[lead]
tried again number shows off and not responding to msgs also,"[number, shows]"
he said he is not intrested,[]
he said he is not intresed now,[]
he said he is not convinced with the taxation part,"[taxation, part]"
he said he is in driving so asked me to share details through whtsapp,"[driving, details]"
lead assigned to raj hegde by anshul ,[lead]
tried again he is not responding to the call rnr ,[call]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
h is not responding to calls and msgs tried again he still not responding to calls and msgs,"[calls, calls]"
lead assigned to raj hegde by anshul ,[lead]
tried again still number shows off,[number]
tried again he is not responding to call rnr,[]
tried again he still not responding to call,[call]
tried again he is not responding to call rnr,[]
not yet gone through the details he said he said he is not intrested,[details]
he said he will look into future,[future]
he said he not yet decided anything he is not responding to calls and msgs,"[anything, calls, msgs]"
he is not responding to calls and msgs he said he is not intrested,"[calls, msgs]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
lead assigned to raj hegde by anshul ,[lead]
he not yet responded still not responded to the msg,[msg]
tried again number still shows busy tried again number still shows busy ,"[number, number]"
he said he is not intrested,[]
still number shows busyy this time number shows off,"[number, time, number]"
he is not responding to calls and msgs,"[calls, msgs]"
msgd him through whtsapp he said he is not going with this investment,[investment]
lead assigned to raj hegde by anshul ,[lead]
lead assigned to preeti srinivasan by anshul lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead, lead]"
tried again still he is not responding to call tried again still he is not responding to call he is disconnecting the call now,"[call, call, call]"
she said she is not intretsed as of now shared details debenture she said she will think and let me know,"[details, debenture]"
she said she didint enquired,[]
lead assigned to amit by anshul ,[lead]
tried again still number shows busy ,"[number, shows]"
lead assigned to ramakrishna katta by anshul ,[lead]
had a call explained and shared details of investment through whtsapp he is not responding to calls and msgs,"[call, details, investment, calls]"
he said he not yet decided not responding to calls and msgs he said as of now he is not intretsed,"[calls, msgs]"
he is not responding to calls and msgs tried again he still not responding to calls and msgs,"[calls, calls]"
tried again still not responding to call rnr,[]
lead assigned to raj hegde by anshul ,[lead]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
i shared contact number to manoj sir ,"[contact, number]"
not responding to calls and msgs tried again he is not responding to calls and msgs,"[calls, calls]"
he said he need more time decide he is not responding to calls and msgs,"[time, calls, msgs]"
she is not responding to calls and msgs she said she not yet decided anything,"[calls, msgs, anything]"
he said he is not intrested,[]
number switched off now,[number]
had a call again and explained and shared details through whtsapp he said he is not intretsed as of now,"[call, details]"
he is not respoding to call so msgd him through whtsapp tried again he is not responding to calls and msgs,[calls]
lead assigned to raj hegde by anshul ,[lead]
she said she didint enquired,[]
lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[lead, lead]"
he is not responding to calls and msgs tried again he si not responding to calls and msgs,"[calls, calls]"
lead assigned to amit by anshul ,[lead]
lead assigned to raj hegde by anshul ,[lead]
tried again still number is not connecting had a call he said he is just evaluating he is not very intrested,"[number, call]"
still not responded to msg and still call is not getting connected,"[msg, call]"
he is not responding to calls and msgs tried again he still not responding to calls and msgs,"[calls, calls]"
not responding to call so msgd through whtsapp had a call again and explained details to his son he said he will think and let me know her son said he is not intrested,"[call, call, details, son, son]"
he asked me to share details through whtsapp he said he is not intrested,[details]
tried again still not responding to call rnr tried again still not responding to call rnr ,[]
lead assigned to raj hegde by anshul ,[lead]
number still shows busy tried again still number shows bsuy,"[number, number]"
still not responding to calls and msgs,"[calls, msgs]"
lead assigned to raj hegde by anshul ,[lead]
he said he is not intrested,[]
interested in the landing call got disconnected hence rescheduling the call i have reached the client requesting for the right time to call for finalize lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[landing, call, call, client, time, lead, lead]"
lead assigned to raj hegde by anshul ,[lead]
had a call again explained and shared details of investment and cleared his queries he said he cant arrange fund now he said he will look into future,"[call, details, investment, queries, fund, future]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
lead assigned to ramakrishna katta by anshul ,[lead]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
lead assigned to preeti srinivasan by anshul lead assigned to ramakrishna katta by anshul ,"[lead, lead]"
tried again still not responding to call busy tried again still not responding to call rnr ,[]
tried again still not responding to call rnr ,[]
not yet recived any response still not received any update,"[response, update]"
tried again he still not responding to call rnr had a call explained and shared details through whtsapp he said he will let me know if he is intrested,"[call, details]"
he asked me to share details through whtsapp he said he not yet decided anything,"[details, anything]"
number switched off still number shows off,"[number, number]"
lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[lead, lead]"
lead assigned to raj hegde by anshul ,[lead]
he said he is not intretsed,[]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
tried again still call is not getting connected,[call]
he is not responding to calls and msgs,"[calls, msgs]"
number still shows off,[number]
he said he is not intretsed,[]
lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[lead, lead]"
lead assigned to raj hegde by anshul ,[lead]
lead assigned to raj hegde by anshul ,[lead]
lead assigned to raj hegde by anshul ,[lead]
she said she is not intretsed,[]
tried again now this time it shows switched off,[time]
lead assigned to raj hegde by anshul ,[lead]
lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[lead, lead]"
he said he is not intrested,[]
tried again calling him he is still not responding to calls and msgs tried again still not responding to calls and msgs,"[calls, calls]"
lead assigned to raj hegde by anshul ,[lead]
lead assigned to raj hegde by anshul ,[lead]
he said if there is bank loan available than only he can invest he said,"[bank, loan]"
tried again he is not responding to call rnr tried again he is not responding to call rnr ,[]
tried again still not responding to call rnr ,[]
he asked me to share details through whtsapp he is not responding to calls and msgs tried again he still not responding to calls and msgs,"[details, calls, calls]"
lead assigned to preeti srinivasan by anshul lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead, lead]"
he asked me to share details through whtsapp he is not responding to calls and msgs,"[details, calls, msgs]"
he said he not yet decided any on the investment he said he will update me once he decides he said he will let me know in future if intrested,"[investment, future]"
he is not responding to calls and msgs,"[calls, msgs]"
had a call explained details and shared details through whtsapp not responding to calls and msgs tried again still not responding to calls and msgs tried again she is not responding to calls and msgs,"[call, details, details, calls, calls, calls]"
tried again he still not responding to call tried again he still not responding to call ,"[call, call]"
lead assigned to raj hegde by anshul ,[lead]
he said he is coming to hyd on september 2nd week,"[2nd, week]"
number switched off number still shows off,"[number, number]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
had a call and explained and shared details of investment through whtsapp he said he need more to think not yet decided,"[call, details, investment]"
lead assigned to preeti srinivasan by anshul lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead, lead]"
he said he is not intrested,[]
had a call explained and shared details through whtsapp he is not responding to calls and msgs not responding to call rnr,"[call, details, calls]"
lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[lead, lead]"
lead assigned to raj hegde by anshul ,[lead]
he is not responding to msgs and calls,[calls]
he asked me to share details through whtsapp he said he not yet decided anything on the investment he said he is not intrested,"[details, anything, investment]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he said he will check and update he said he had not yet gone through the details once he check and update he said he not yet decided anything he said he is not interested as of now,"[details, anything]"
lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[lead, lead]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he said he not yet decided anything on the investment he said he is not intrested,"[anything, investment]"
lead assigned to raj hegde by anshul ,[lead]
he said he will update soon he said me to give a call tomorrow in between 9 10 had a call explained and shared details of investment of debenture he said he will check and upadte he said he need some time he said if interested he will only update,"[call, tomorrow, call, details, investment, debenture, time]"
she is not responding to calls and msgs,"[calls, msgs]"
tried again he is not responding to call rnr lead assigned to raj hegde by anshul ,[]
he said he is not intrested,[]
he said he did not decided yet he said he will update me once he decides,[]
number still shows busy,[number]
he is not responding to calls and msgs tried again he still not responding to calls and msgs,"[calls, calls]"
lead assigned to preeti srinivasan by anshul lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead, lead]"
he said he is looking for land to develop,[land]
he is not responding to calls and msgs he is saying he has commercial property to sale,"[calls, property]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he said he will try to meet up in the office on saturday he said he is busy so he cant make to come up he said he will come on one day not responding to calls and msgs,"[office, day, calls, msgs]"
tried again still not responding to calls and msg ,"[calls, msg]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
tried again he still not responding to call so msgd him through whtsapp someone picked up the call and said he didint enquired any investments,"[call, someone, call, investments]"
lead assigned to raj hegde by anshul ,[lead]
he said he is out of town once he come back he said he will give me a call back not responding to call so msgd him through whstapp tried again still not responding to calls and msgs,"[town, call, call, calls, msgs]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he said he will update if he is intrested,[]
he responded and asked me to share details through whtsapp he said he will connect with me through zoom today at 3pm had a zoom call with him and also shared required documents he said he will check and update,"[details, today, pm, zoom, call, documents]"
he said he not yet decided anything,[anything]
lead assigned to amit by anshul ,[lead]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
lead assigned to raj hegde by anshul ,[lead]
tried again its ringing but not responding to call tried again he still not responding to call,"[call, call]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he said he will check and update he said he not yet decided anything he said he is not intrested,[anything]
not responding to call rnr not responding to call rnr not responding to call rnr not responding to call rnr he said he didint enquired,[]
he is not responding to calls and msgs tried again he is not responding to calls and msgs,"[calls, calls]"
lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[lead, lead]"
had a call again and explained details again he said he will check with his family and update he said he will upadte soon he said as of now he is not intrested,"[call, details, family]"
he said he is not intretsed,[]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he is not responding to calls and msgs tried again he is not responding to calls and msgs,"[calls, calls]"
tried again still not responding to call rnr he is disconnecting the call,[call]
not responding to calls and msgs tried again still not responding to calls and mssg,"[calls, calls, mssg]"
lead assigned to preeti srinivasan by anshul lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead, lead]"
she said she will update she said she is not intrested,[]
tried again still he is not responding to call rnr,[]
not yet decided he said he need more time he said if he decides anything he will call me,"[time, anything]"
lead assigned to amit by anshul ,[lead]
he is not responding to calls and msgs tried again he still not responding to calls and msgs,"[calls, calls]"
tried again still not responding to call rnr tried again still not responding to call so msgd her through whtsapp,"[call, call]"
tried again still number shows busy he is disconnecting the call,"[number, call]"
tried again he still not responding to calls and msgs this time number currently switched off,"[calls, msgs, time, number]"
not responding to calls and msgs he said he not yet decided anything he said he is not intretsed,"[calls, msgs, anything]"
lead assigned to preeti srinivasan by anshul lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead, lead]"
lead assigned to raj hegde by anshul ,[lead]
lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[lead, lead]"
he is not responding to calls and msgs he said he is not intrested,"[calls, msgs]"
lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[lead, lead]"
lead assigned to amit by anshul ,[lead]
lead assigned to raj hegde by anshul ,[lead]
he said he is not intrested,[]
not responding to calls and msgs tried again he still not responding to calls and msgs,"[calls, calls]"
had a call explained and shared details through whtsapp,"[call, details]"
he asked me to share details through whtsapp he said he will let me know once he deicdes he also not responding to calls and msgs,"[details, calls, msgs]"
he is not responding to calls and msgs,"[calls, msgs]"
he said he is not intrested,[]
he said he can invest only if loan is available,[loan]
lead assigned to raj hegde by anshul ,[lead]
he said he not yet decided anything yet he said he is not intrested,[anything]
she asked me to share details through whtsapp she is not responding to calls and msgs tried again she is not responding to calls and msgs she said she is not intrested,"[details, calls, calls]"
had a call explained and shared details through whtsapp he said he will update me if there is any update he said he is not intrested,"[call, details, update]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he said not now no updates he said he will let me know again he asked me to explain the details to his son and i did that he said he will think and update he said he is not intrested,"[updates, details, son]"
had a call and explained details and shared details through whtsapp not yet decided anything on the investment he said he is not intrested,"[call, details, details, anything, investment]"
he said he is not intrested,[]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
not responding to calls and msgs tried again he still not responding to calls and msgs,"[calls, calls]"
still he didint responded to msg he still not responded to calls and msgs,"[msg, calls, msgs]"
he said he is looking for a villa,[villa]
lead assigned to amit by anshul ,[lead]
he said he is not intretsed,[]
lead assigned to raj hegde by anshul ,[lead]
lead assigned to raj hegde by anshul ,[lead]
had a call again and shared details of short term also he said he will update by tomarrow he said he will check with his ca and update us by tomarrow he said he will meet me in the office he said he need more time to arrange funds he said he will update once he decides,"[call, details, office, time, funds]"
tried again still not responded to call rnr had a call explained and shared details through whatsapp he said he will meet next week in the office he said he will be in hyd after 10nth august so he asked me to call me,"[call, details, week, office]"
he said he not yet came back he said once he come he will let us know he said he is not intrested,[]
number switched off somsgd her through whtsapp tried again till number shows off he said he will check the details again and let us know,"[number, details]"
she said she is not intrested,[]
details shared he is interested in landing ,[details]
tried again still not responding to calls and msgs,"[calls, msgs]"
lead assigned to raj hegde by anshul ,[lead]
tried again he still not responding to call had a call he said he is in driving so asked me to share details through whtsapp not responding to calls and msgs,"[call, call, driving, details, calls, msgs]"
tried calling him again but he didnt picked up the call he said he is busy so asked me to share details through whtsapp along with zoom link,"[call, details, zoom, link]"
he said he not yet decided anything he is not responding to calls and msgs tried again still he is not responding to calls and msgs,"[anything, calls, calls]"
she said me to share details through whtsapp she said she not yet decided anything yet she is not responding to calls and msgs tried again she is not responding to calls and msgs,"[details, anything, calls, calls, msgs]"
he said he not yet gone through the details he said he will check and upadte he is not responding to calls and msgs,"[details, calls, msgs]"
lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[lead, lead]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
lead assigned to amit by anshul ,[lead]
tried again still not responding to call rnr tried again still not responding to call rnr ,[]
he said he didint enquired,[]
lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[lead, lead]"
tried again he is not responding to call so msgd him through whtsapp shared details to him he said he will update me if he is intretsed he said he is not intrestd,"[call, details]"
lead assigned to ramakrishna katta by anshul lead assigned to raj hegde by anshul ,"[lead, lead]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
lead assigned to amit by anshul ,[lead]
he also said he didint enquired,[]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he asked me to share details through whtsapp he said he asked me to call him tomarrow he is not responding to calls and msgs tried again he still not responding to calls and msgs,"[details, calls, calls]"
she said she will call me at 3pm today,"[pm, today]"
tried again still she is not responding to call rnr,[]
tried again he is not responding to call rnr,[]
lead assigned to amit by anshul ,[lead]
he is not responding to calls and msgs tried again he still not responding to calls and msgs,"[calls, calls]"
lead assigned to amit by anshul ,[lead]
he said he not yet decided anything yet he said he is not interested as of now,[anything]
tried again still not responding to call rnr tried again still not responding to calls and msgs,"[call, calls, msgs]"
tried again not responding to the call rnr ,[call]
lead assigned to raj hegde by anshul ,[lead]
he said he didint enquired,[]
lead assigned to raj hegde by anshul ,[lead]
tried again he is not responding to call tried again this time he disconnected the call,"[call, time, call]"
lead assigned to raj hegde by anshul ,[lead]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
lead assigned to raj hegde by anshul ,[lead]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he is not responding to calls and msgs tried again still not responding to calls and msgs,"[calls, calls]"
tried again he still not responding to call rnr tried again he still not responding to call rnr ,[]
he said he didint enquired,[]
lead assigned to ramakrishna katta by anshul ,[lead]
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he said he will go through the docs and update he is not responding to calls and msgs,"[docs, calls, msgs]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
lead assigned to amit by anshul ,[lead]
tried again he still not responding to call rnr tried again he still not responding to call rnr ,[]
lead assigned to raj hegde by anshul ,[lead]
tried again he is not picking up the call tried again now he picked up the call and said he is not intrsted,"[call, call]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
lead assigned to preeti srinivasan by anshul lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead, lead]"
he said he is not intretsed,[]
tried agains still number shows busy ,"[agains, number, shows]"
lead assigned to raj hegde by anshul ,[lead]
lead assigned to amit by anshul ,[lead]
he is not responding to calls and msgs tried again he is not responding to calls and msgs,"[calls, calls]"
he said he ddint enquired,[]
he said he need more time to take any decision he is not responding to calls and msgs tried again he is not responding to calls and msgs,"[time, decision, calls, calls]"
number busy tried again he still not responding to call he asked me not to call again and again,[number]
tried again stil lnot responding to call rnr tried again stillnot responding to call rnr ,[]
he said he will update once he decides he is not responding to calls and msgs,"[calls, msgs]"
the number not in service,"[number, service]"
lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"[lead, lead]"
he said he is not intrested,[]
he is speaking in kanada,[]
he disconnected the call when i said about the investment,"[call, investment]"
tried again still not responding to call he asked me to share details through whtsapp he said he is not looking investments as early,"[call, details, investments]"
